Group,Type,Biomass,PB,QB,EE,ProdCons,BioAcc,Unassim,DetInput,Disc.offal,PelDetFate,BenthDetFate,F_Trawl,F_Codpot,F_Longline,F_Halibut,F_Crabpot,F_Salmon,F_Herring,F_Indigenous,F_Subsistence,Disc_Trawl,Disc_Codpot,Disc_Longline,Disc_Halibut,Disc_Crabpot,Disc_Salmon,Disc_Herring,Disc_Indigenous,Disc_Subsistence
transient_killers,0,0.000282362,0.02542091,4.1,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toothed_whales,0,0.02918474,0.05813792,11.76325,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0.0000234,0,4.91E-06,0,1.33E-06,0,0,0,0,2.34E-08,0
gray_whales,0,0.04337785,0.063365,7.9,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baleen_whales,0,0.3210891,0.03055975,4.206948,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0.00000017,0,1.77E-05,0,0,0,0,0,0,2.00E-10,0
pinnipeds,0,0.02585705,0.08771439,24.83315,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,5.92E-05,0,0.00000473,3.06E-08,2.50E-07,0,0,0,0,5.92E-08,0
walrus_bd_seals,0,0.05831028,0.051293,21.6,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0.0000287,0,5.50E-06,0,0,0,0,0,0,2.87E-08,0
nf_seal_juv,0,0.000268455,0.2519075,104.5098,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nf_seal_adu,0,0.01043294,0.091245,48.7,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0.0000342,0,1.14E-07,0,0,0,0,0,0,3.42E-08,0
ice_seals,0,0.02712574,0.068998,22.2,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0.0000294,0,2.42E-07,0,2.18E-08,0,0,0,0,2.94E-08,0
oth_birds,0,0.000656459,0.1239672,73.18927,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,9.06E-08,4.60E-09,2.27E-06,0,0,0,0,0,0
murres_puffins,0,0.008617981,0.1623509,72.05511,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,1.19E-06,0.00000006,2.98E-05,0,0,0,0,0,0
kittiwakes,0,0.000662705,0.07688104,110,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,9.13E-08,4.60E-09,2.29E-06,0,0,0,0,0,0
auklets,0,0.001754495,0.1694877,110,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,2.42E-07,1.22E-08,6.07E-06,0,0,0,0,0,0
fulmars,0,0.000520162,0.055,73,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,7.15E-08,3.60E-09,1.80E-06,0,0,0,0,0,0
albatross,0,0.0001,0.06756634,75,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,1.39E-08,7.00E-10,3.46E-07,0,0,0,0,0,0
sharks,0,0.04862,0.1,3,,,0,0.2,,0,0.4,0.6,1.33E-05,0,0.000001088,0,0,0,0,0,0,0.000315948,0,0.000235855,0.0000939,0,0,0,0,0
pollock_juv,0,3.986381,1.453282,8.498094,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pollock_adu,0,16.13562,0.6672099,3.17,,,0,0.2,,0.02,0.392,0.588,0.3750465,1.39E-08,0.000413079,0,0,0,0,0,0,1.949834,0.00000938,0.005494873,0,0,0,0,0,0
pcod_juv,0,0.1826154,1.782069,8.881937,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcod_adu,0,2.40963,0.4118969,2.28,,,0,0.2,,0.02,0.392,0.588,0.105505,0.008492086,0.09415063,0,0,0,0,0,0,0.08132435,0.008335887,0.09372561,0.000848039,0,0,0,0,0
herring,0,0.7835754,0.4806513,4.469092,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0.01999555,0,0,0.007063974,0,0,0,0,0,0.00002,0,0
arrowtooth_juv,0,0.007692964,0.8101363,5.786846,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrowtooth_adu,0,0.86244,0.18,1.16,,,0,0.2,,0.02,0.392,0.588,0.004431966,0.000000517,0.00103271,0,0,0,0,0,0,0.02421802,0.00000351,0.003590917,0.000213012,0,0,0,0,0
kamchatka,0,0.08169633,0.1841368,1.192773,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gr_turbot_juv,0,0.01101035,1.700589,7.911756,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gr_turbot_adu,0,0.51469,0.18,1.16,,,0,0.2,,0.02,0.392,0.588,0.001909625,0.00000194,0.001931545,0,0,0,0,0,0,0.001442538,0.00000609,0.003025356,0,0,0,0,0,0
halibut_juv,0,0.001854509,2.399714,9.333707,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halibut_adu,0,0.22128,0.19,1.1,,,0,0.2,,0.02,0.392,0.588,0,0,0,0.002450072,0,0,0,0,0,0.006801303,0.00000429,0.000567158,0.00013103,0,0,0,0,0
yf_sole,0,4.895598,0.1794387,0.9788004,,,0,0.2,,0.02,0.392,0.588,0.1276298,1.18E-08,5.78E-07,0,0,0,0,0,0,0.09156062,0.0000239,0.000124544,0,0,0,0,0,0
fh_sole,0,1.1514,0.2748232,2.21175,,,0,0.2,,0.02,0.392,0.588,0.005964145,5.92E-08,1.36E-05,0,0,0,0,0,0,0.02035526,0.000000462,0.000211133,0,0,0,0,0,0
nr_sole,0,3.172809,0.2344195,1.249749,,,0,0.2,,0.02,0.392,0.588,0.03695091,4.85E-08,0.00000417,0,0,0,0,0,0,0.06755712,0.000000497,2.96E-05,0,0,0,0,0,0
ak_plaice,0,0.99298,0.2,2,,,0,0.2,,0.02,0.392,0.588,0.006304213,6.25E-08,1.43E-05,0,0,0,0,0,0,0.02151322,0.000000488,0.000223093,0,0,0,0,0,0
oth_flatfish,0,0.3029649,0.2,2,,,0,0.2,,0.02,0.392,0.588,0.001977029,1.49E-08,3.43E-06,0,0,0,0,0,0,0.005289826,0.000000118,5.32E-05,0,0,0,0,0,0
ak_skate,0,0.79112,0.2,2,,,0,0.2,,0.02,0.392,0.588,0.000541723,0.000000197,0.002890626,0,0,0,0,0,0,0.005477536,2.57E-08,0.01362179,0.00000645,0,0,0,0,0
oth_skate,0,0.19267,0.2,2,,,0,0.2,,0.02,0.392,0.588,0.000087532,3.19E-08,0.000467399,0,0,0,0,0,0,0.000885698,4.20E-09,0.002202486,0.00010957,0,0,0,0,0
sablefish_juv,0,0.003465825,2.266157,3.00864,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sablefish_adu,0,0.02909,0.19,1.03,,,0,0.2,,0.02,0.392,0.588,0.000413507,0.0000135,0.001745809,0.000311608,0,0,0,0,0,5.76E-05,3.17E-08,0.00003003,0,0,0,0,0,0
eelpouts,0,2.011056,0.4,2,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deep_demersals,0,0.9009857,0.1504193,2,,,0,0.2,,0.02,0.392,0.588,2.99E-05,1.77E-08,0.00000378,0,0,0,0,0,0,0.000766008,0.00000648,0.003177086,0,0,0,0,0,0
pac_ocean_perch,0,0.15215,0.1,2,,,0,0.2,,0.02,0.392,0.588,0.007711923,3.84E-08,0.000006348,0,0,0,0,0,0,0.001810015,7.20E-09,8.31E-06,0.00000362,0,0,0,0,0
oth_rockfish,0,0.04434997,0.1364036,0.907891,,,0,0.2,,0.02,0.392,0.588,0.000290173,9.25E-07,0.000209842,0,0,0,0,0,0,0.000284888,1.43E-06,9.95E-05,0.00001448,0,0,0,0,0
north_rockfish,0,0.02221824,0.1,2,,,0,0.2,,0.02,0.392,0.588,0.001246766,1.72E-08,0.00003879,0,0,0,0,0,0,0.000370412,0.000000142,1.94E-05,0.00000362,0,0,0,0,0
shortraker_rock,0,0.01066,0.1,2,,,0,0.2,,0.02,0.392,0.588,0.000206501,7.00E-10,0.00001986,0,0,0,0,0,0,2.30E-09,0,0.000000001,0.00000362,0,0,0,0,0
rougheye_rock,0,0.0028,0.1,2,,,0,0.2,,0.02,0.392,0.588,0.00012995,0,0.00001174,0,0,0,0,0,0,1.60E-09,0,7.00E-10,0.00000362,0,0,0,0,0
atka,0,0.1436651,0.7471971,7.324665,,,0,0.2,,0.02,0.392,0.588,0.00188527,8.98E-08,0.000000153,0,0,0,0,0,0,0.002532111,0.0000749,0.000279042,0,0,0,0,0,0
shallow_demersals,0,1.969422,0.4,2,,,0,0.2,,0.02,0.392,0.588,1.04E-05,9.70E-09,7.72E-08,0,0,0,0,0,0,3.31E-05,5.54E-08,1.40E-07,0,0,0,0,0,0
lg_sculpins,0,0.51568,0.4,2,,,0,0.2,,0.02,0.392,0.588,0.00052181,0.00000197,8.94E-06,0,0,0,0,0,0,0.006943149,0.000348927,0.001412607,0.0000223,0,0,0,0,0
octopus,0,0.1426248,0.8,3.65,,,0,0.2,,0.02,0.392,0.588,0.000031804,0.0000397,2.77E-06,0,0,0,0,0,0,0.000120798,0.0000625,2.91E-05,0,0,0,0,0,0
squids,0,0.7315762,3.2,10.67,,,0,0.2,,0.02,0.392,0.588,0.000422631,0,0,0,0,0,0,0,0,0.000812822,0.000000159,1.83E-08,0,0,0,0,0,0
salmon_returning,0,0.16377,1.65,11.6,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0.1571264,0,0,0.00000187,0.000464037,0,7.42E-07,0,0,0.000157127,0,0,0.00000187
salmon_smolts,0,0.000505633,1.28,13.56,,,0,0.2,,0.02,0.392,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mycto_bathy,0,0.8532137,0.8,3.65,,,0,0.2,,0.02,0.392,0.588,0.000000216,0,0,0,0,0,0,0,0,1.86E-07,0.000000001,0,0,0,0,0,0,0
capelin,0,0.9046279,0.8,3.65,,,0,0.2,,0.02,0.392,0.588,1.15E-08,0,0,0,0,0,0,0,0,4.00E-10,0,0,0,0,0,0,0,0
sandlance,0,2.335744,0.8,3.65,,,0,0.2,,0.02,0.392,0.588,4.00E-10,0,0,0,0,0,0,0,0,4.12E-08,0,0,0,0,0,0,0,0
oth_forage,0,1.628465,0.8,3.65,,,0,0.2,,0.02,0.392,0.588,5.55E-05,0,0,0,0,0,0,0,0,5.39E-05,0,9.50E-09,0,0,0,0,0,0
bairdi,0,0.35824,1.601436,3.092486,,,0,0.2,,0,0.1,0.9,0,0,0,0,0.04405704,0,0,0,0,0.001631755,0.000117323,4.23E-06,0,0.000044,0,0,0,0
king_crabs,0,0.20454,0.6585861,3.206973,,,0,0.2,,0,0.1,0.9,0,0,0,0,0.01746567,0,0,0,0,0.000538005,0.000186815,1.12E-06,0,0.0000175,0,0,0,0
opilio,0,1.51625,1.295101,3.117084,,,0,0.2,,0,0.1,0.9,0,0,0,0,0.2793214,0,0,0,0,0.00601985,0.0000217,0.000032956,0,0.000279322,0,0,0,0
pandalid,0,6.156531,0.5756463,2.40941,,,0,0.2,,0,0.1,0.9,2.08E-07,1.00E-10,0,0,0,0,0,0,0,1.85E-06,7.00E-10,2.00E-10,0,0,0,0,0,0
ben_zooplankton,0,20.64817,3.187262,14.79143,,,0,0.2,,0,0.1259875,0.8740125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snails_sea_stars,0,2.91657,1.333365,6.666824,,,0,0.2,,0,0.1,0.9,3.58E-05,0.000000036,0.000000238,0,0,0,0,0,0,0.005726217,0.0000255,0.000291052,0.00000154,0,0,0,0,0
herb_echinoderms,0,6.350595,0.844115,4.220575,,,0,0.2,,0,0.1,0.9,3.24E-07,2.00E-10,0,0,0,0,0,0,0,5.84E-05,0.000000658,1.88E-06,0,0,0,0,0,0
misc_crabs,0,2.209594,0.82,4.1,,,0,0.2,,0,0.1,0.9,2.97E-06,7.86E-08,4.50E-09,0,0.000321019,0,0,0,0,0.000268039,0.00000197,8.65E-07,0,0.000000321,0,0,0,0
structural_epifauna,0,0.7153122,2.176491,10.88246,,,0,0.4,,0,0.1,0.9,7.99E-06,9.60E-09,0.00000014,0,0,0,0,0,0,0.002161376,3.59E-07,0.000219297,0,0,0,0,0,0
infauna,0,91.73814,1.777699,8.888493,,,0,0.4,,0,0.1,0.9,0,2.16E-08,0,0,0,0,0,0,0,0,3.32E-08,7.01E-08,0,0,0,0,0,0
jellyfish,0,0.9689512,3.872455,11.23355,,,0,0.2,,0,0.4,0.6,0.003125622,2.27E-08,0,0,0,0,0,0,0,0.01416276,0.00000634,1.70E-05,0,0,0,0,0,0
pel_zooplankton,0,2.253718,3.666657,10.47616,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euphausiids,0,15.72989,5.475,15.64286,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
copepods,0,27.77508,6,27.74,,,0,0.2,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelagic_microbes,0,45,36.5,104.2857,,,0,0.25,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_microbes,0,6.452133,36.5,104.2857,,,0,0.25,,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lg_phytoplankton,1,6.795318,86.11979,,,,0,0,,0,0.3977667,0.6022334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm_phytoplankton,1,39.72675,110.9194,,,,0,0,,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discards_offal,2,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelagic_detritus,2,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_detritus,2,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trawl,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
cod_pots,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
longline,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
halibut_fishery,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
crab_pots,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
salmon_fishery,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
herring_fishery,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
indigenous,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
subsistence,3,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,
