"simulation","depthclass","year","annual_avg_temp"
"ssp126","Bottom",1980,5.75479662228268
"ssp126","Bottom",1981,5.66480641008641
"ssp126","Bottom",1982,6.40827216582629
"ssp126","Bottom",1983,6.36446688990608
"ssp126","Bottom",1984,5.79157052956014
"ssp126","Bottom",1985,5.54033638319488
"ssp126","Bottom",1986,5.49488321233015
"ssp126","Bottom",1987,5.35536612904305
"ssp126","Bottom",1988,5.22388118599953
"ssp126","Bottom",1989,5.23253536164635
"ssp126","Bottom",1990,5.51332371113197
"ssp126","Bottom",1991,4.88461836899878
"ssp126","Bottom",1992,5.24273500584171
"ssp126","Bottom",1993,4.7090570131092
"ssp126","Bottom",1994,4.84921230142192
"ssp126","Bottom",1995,5.07703368410276
"ssp126","Bottom",1996,5.25620359789293
"ssp126","Bottom",1997,5.52947087256401
"ssp126","Bottom",1998,5.90165844757545
"ssp126","Bottom",1999,5.56951970635181
"ssp126","Bottom",2000,5.38108415919984
"ssp126","Bottom",2001,5.39222328476623
"ssp126","Bottom",2002,5.25970171145818
"ssp126","Bottom",2003,5.59166917087695
"ssp126","Bottom",2004,5.46727374282817
"ssp126","Bottom",2005,5.57904965008957
"ssp126","Bottom",2006,5.48401070125153
"ssp126","Bottom",2007,5.18133893287258
"ssp126","Bottom",2008,5.26852761666117
"ssp126","Bottom",2009,5.37022274812619
"ssp126","Bottom",2010,5.55447607743912
"ssp126","Bottom",2011,5.41524966728139
"ssp126","Bottom",2012,5.4710131396521
"ssp126","Bottom",2013,5.53720341339359
"ssp126","Bottom",2014,5.88332983560594
"ssp126","Bottom",2015,5.88714072690552
"ssp126","Bottom",2016,6.01346008071845
"ssp126","Bottom",2017,6.14519630489977
"ssp126","Bottom",2018,5.81495978512603
"ssp126","Bottom",2019,5.89374582467373
"ssp126","Bottom",2020,5.70867648308876
"ssp126","Bottom",2021,5.9030803244446
"ssp126","Bottom",2022,5.1576535757286
"ssp126","Bottom",2023,4.9752909164019
"ssp126","Bottom",2024,5.4739543743515
"ssp126","Bottom",2025,5.77448928182805
"ssp126","Bottom",2026,5.75523591268258
"ssp126","Bottom",2027,5.5153434989725
"ssp126","Bottom",2028,5.67397704615331
"ssp126","Bottom",2029,6.03590149475668
"ssp126","Bottom",2030,5.62331318014369
"ssp126","Bottom",2031,5.81830472209244
"ssp126","Bottom",2032,5.5912481959378
"ssp126","Bottom",2033,5.54667144012967
"ssp126","Bottom",2034,5.80730612822267
"ssp126","Bottom",2035,5.59713202012388
"ssp126","Bottom",2036,5.60880608714086
"ssp126","Bottom",2037,5.71280262527914
"ssp126","Bottom",2038,5.95835147300476
"ssp126","Bottom",2039,5.97011954079204
"ssp126","Bottom",2040,5.73648752178826
"ssp126","Bottom",2041,6.13868602818487
"ssp126","Bottom",2042,6.33444293582256
"ssp126","Bottom",2043,5.8679851982001
"ssp126","Bottom",2044,5.79603144567119
"ssp126","Bottom",2045,6.11635785847284
"ssp126","Bottom",2046,6.16011352398777
"ssp126","Bottom",2047,6.02191998657407
"ssp126","Bottom",2048,6.02517820656046
"ssp126","Bottom",2049,6.03768092106109
"ssp126","Bottom",2050,6.19021479931646
"ssp126","Bottom",2051,6.19186105829396
"ssp126","Bottom",2052,6.25680881279364
"ssp126","Bottom",2053,6.13242219702364
"ssp126","Bottom",2054,6.56732729914449
"ssp126","Bottom",2055,6.42970378055794
"ssp126","Bottom",2056,6.46309183001225
"ssp126","Bottom",2057,6.2168556843517
"ssp126","Bottom",2058,6.33379558897615
"ssp126","Bottom",2059,6.57268863512842
"ssp126","Bottom",2060,5.94443531751045
"ssp126","Bottom",2061,6.48583193435534
"ssp126","Bottom",2062,6.34686237059436
"ssp126","Bottom",2063,6.03196821454139
"ssp126","Bottom",2064,6.14949295448511
"ssp126","Bottom",2065,6.25097982627587
"ssp126","Bottom",2066,6.77424246161904
"ssp126","Bottom",2067,6.60781362342928
"ssp126","Bottom",2068,6.47945372588082
"ssp126","Bottom",2069,6.05966368966991
"ssp126","Bottom",2070,5.89067690653964
"ssp126","Bottom",2071,5.83430471563858
"ssp126","Bottom",2072,6.58538796663483
"ssp126","Bottom",2073,6.69360444171816
"ssp126","Bottom",2074,6.58969771174059
"ssp126","Bottom",2075,6.13783551138393
"ssp126","Bottom",2076,6.27061862412331
"ssp126","Bottom",2077,6.87625168028066
"ssp126","Bottom",2078,6.60612659361769
"ssp126","Bottom",2079,6.55402828446375
"ssp126","Bottom",2080,6.57960788723697
"ssp126","Bottom",2081,6.98879003398136
"ssp126","Bottom",2082,7.05042204453916
"ssp126","Bottom",2083,6.71267554952021
"ssp126","Bottom",2084,6.20175375812535
"ssp126","Bottom",2085,6.21743211991627
"ssp126","Bottom",2086,6.49273733688837
"ssp126","Bottom",2087,6.4673267836739
"ssp126","Bottom",2088,6.43931338622079
"ssp126","Bottom",2089,6.2641503076025
"ssp126","Bottom",2090,6.59106819878055
"ssp126","Bottom",2091,6.45267742074827
"ssp126","Bottom",2092,6.02474765981518
"ssp126","Bottom",2093,6.72453782832047
"ssp126","Bottom",2094,6.68312672015636
"ssp126","Bottom",2095,6.62320808672437
"ssp126","Bottom",2096,6.79768833130458
"ssp126","Bottom",2097,7.07614647429602
"ssp126","Bottom",2098,6.94632806294336
"ssp126","Bottom",2099,6.96956402450099
"ssp126","Surface",1980,8.0844673183353
"ssp126","Surface",1981,9.52975837319796
"ssp126","Surface",1982,9.73799379128999
"ssp126","Surface",1983,9.57373215146278
"ssp126","Surface",1984,9.34952176115654
"ssp126","Surface",1985,8.47789184982632
"ssp126","Surface",1986,9.67471525265663
"ssp126","Surface",1987,8.92440645406578
"ssp126","Surface",1988,9.33027133733067
"ssp126","Surface",1989,8.48985338754726
"ssp126","Surface",1990,9.38078920909651
"ssp126","Surface",1991,8.71170559992115
"ssp126","Surface",1992,9.19690962040779
"ssp126","Surface",1993,9.32349809160147
"ssp126","Surface",1994,9.37011483087745
"ssp126","Surface",1995,9.4149826054934
"ssp126","Surface",1996,9.5115510128099
"ssp126","Surface",1997,10.2162093712482
"ssp126","Surface",1998,10.0986614142785
"ssp126","Surface",1999,9.26914835144647
"ssp126","Surface",2000,9.37067503379812
"ssp126","Surface",2001,9.32176024380729
"ssp126","Surface",2002,9.49943764484265
"ssp126","Surface",2003,10.2945026198592
"ssp126","Surface",2004,10.2582428882234
"ssp126","Surface",2005,10.4330795722956
"ssp126","Surface",2006,9.56857314008941
"ssp126","Surface",2007,9.28375261403666
"ssp126","Surface",2008,8.9052406330146
"ssp126","Surface",2009,9.34805175700541
"ssp126","Surface",2010,9.78695423601081
"ssp126","Surface",2011,9.30591352354913
"ssp126","Surface",2012,9.1162260062562
"ssp126","Surface",2013,9.96298904213244
"ssp126","Surface",2014,10.3939788712533
"ssp126","Surface",2015,10.8059693577545
"ssp126","Surface",2016,10.9758897605962
"ssp126","Surface",2017,10.2384050686079
"ssp126","Surface",2018,10.2679890545204
"ssp126","Surface",2019,10.6835204196466
"ssp126","Surface",2020,9.86228116380236
"ssp126","Surface",2021,11.2679972263403
"ssp126","Surface",2022,10.0860872809022
"ssp126","Surface",2023,9.05584980016139
"ssp126","Surface",2024,9.32377896325733
"ssp126","Surface",2025,10.5046021014231
"ssp126","Surface",2026,10.4874508177355
"ssp126","Surface",2027,9.894367626237
"ssp126","Surface",2028,10.2139041406257
"ssp126","Surface",2029,11.2539974430096
"ssp126","Surface",2030,10.8258726325757
"ssp126","Surface",2031,11.305238938832
"ssp126","Surface",2032,9.95576864177701
"ssp126","Surface",2033,10.6871104189109
"ssp126","Surface",2034,11.4040386817439
"ssp126","Surface",2035,10.0180226443099
"ssp126","Surface",2036,10.4549361843113
"ssp126","Surface",2037,10.8061700113728
"ssp126","Surface",2038,10.8131566137335
"ssp126","Surface",2039,11.6400303891798
"ssp126","Surface",2040,10.3898144993448
"ssp126","Surface",2041,11.2265650068631
"ssp126","Surface",2042,11.4436778037179
"ssp126","Surface",2043,10.9807612025557
"ssp126","Surface",2044,9.8551534096908
"ssp126","Surface",2045,10.9556663510547
"ssp126","Surface",2046,11.2162078128913
"ssp126","Surface",2047,11.2293910542417
"ssp126","Surface",2048,10.6809834701113
"ssp126","Surface",2049,11.2972975112756
"ssp126","Surface",2050,10.6594567811266
"ssp126","Surface",2051,10.6079795570689
"ssp126","Surface",2052,11.0392766515768
"ssp126","Surface",2053,10.0875675903812
"ssp126","Surface",2054,11.1236390082636
"ssp126","Surface",2055,11.2757344511506
"ssp126","Surface",2056,11.4619120703415
"ssp126","Surface",2057,10.404881791495
"ssp126","Surface",2058,11.4695716289318
"ssp126","Surface",2059,10.8592216856237
"ssp126","Surface",2060,10.8101047770018
"ssp126","Surface",2061,10.9237794199775
"ssp126","Surface",2062,10.6500097853275
"ssp126","Surface",2063,10.2931618855921
"ssp126","Surface",2064,10.7345542817626
"ssp126","Surface",2065,10.6548990379002
"ssp126","Surface",2066,11.4036606866336
"ssp126","Surface",2067,11.4640441056078
"ssp126","Surface",2068,10.4449271116016
"ssp126","Surface",2069,10.2948271461422
"ssp126","Surface",2070,10.4054732229429
"ssp126","Surface",2071,9.81384003191317
"ssp126","Surface",2072,11.2394763942629
"ssp126","Surface",2073,10.9488965921444
"ssp126","Surface",2074,10.7169028740098
"ssp126","Surface",2075,10.8450318189804
"ssp126","Surface",2076,10.0193988692141
"ssp126","Surface",2077,10.5843302107505
"ssp126","Surface",2078,11.7516571258375
"ssp126","Surface",2079,11.240291535495
"ssp126","Surface",2080,11.3661554132877
"ssp126","Surface",2081,11.2649639278368
"ssp126","Surface",2082,11.9264576878704
"ssp126","Surface",2083,11.5831838897507
"ssp126","Surface",2084,10.4409880451916
"ssp126","Surface",2085,9.74827475238937
"ssp126","Surface",2086,10.7529411304369
"ssp126","Surface",2087,10.5473683559563
"ssp126","Surface",2088,11.217796502446
"ssp126","Surface",2089,10.7537716708793
"ssp126","Surface",2090,11.1020958524963
"ssp126","Surface",2091,10.1056262880421
"ssp126","Surface",2092,10.8468968944659
"ssp126","Surface",2093,11.8948707954519
"ssp126","Surface",2094,11.7615952638142
"ssp126","Surface",2095,10.1313004563034
"ssp126","Surface",2096,10.3175836564662
"ssp126","Surface",2097,12.5048719134662
"ssp126","Surface",2098,11.4332724475139
"ssp126","Surface",2099,11.5693631303198
"ssp245","Bottom",1980,5.75479662228268
"ssp245","Bottom",1981,5.66480641008641
"ssp245","Bottom",1982,6.40827216582629
"ssp245","Bottom",1983,6.36446688990608
"ssp245","Bottom",1984,5.79157052956014
"ssp245","Bottom",1985,5.54033638319488
"ssp245","Bottom",1986,5.49488321233015
"ssp245","Bottom",1987,5.35536612904305
"ssp245","Bottom",1988,5.22388118599953
"ssp245","Bottom",1989,5.23253536164635
"ssp245","Bottom",1990,5.51332371113197
"ssp245","Bottom",1991,4.88461836899878
"ssp245","Bottom",1992,5.24273500584171
"ssp245","Bottom",1993,4.7090570131092
"ssp245","Bottom",1994,4.84921230142192
"ssp245","Bottom",1995,5.07703368410276
"ssp245","Bottom",1996,5.25620359789293
"ssp245","Bottom",1997,5.52947087256401
"ssp245","Bottom",1998,5.90165844757545
"ssp245","Bottom",1999,5.56951970635181
"ssp245","Bottom",2000,5.38108415919984
"ssp245","Bottom",2001,5.39222328476623
"ssp245","Bottom",2002,5.25970171145818
"ssp245","Bottom",2003,5.59166917087695
"ssp245","Bottom",2004,5.46727374282817
"ssp245","Bottom",2005,5.57904965008957
"ssp245","Bottom",2006,5.48401070125153
"ssp245","Bottom",2007,5.18133893287258
"ssp245","Bottom",2008,5.26852761666117
"ssp245","Bottom",2009,5.37022274812619
"ssp245","Bottom",2010,5.55447607743912
"ssp245","Bottom",2011,5.41524966728139
"ssp245","Bottom",2012,5.4710131396521
"ssp245","Bottom",2013,5.53720341339359
"ssp245","Bottom",2014,5.88332983560594
"ssp245","Bottom",2015,5.88714072690552
"ssp245","Bottom",2016,6.01346008071845
"ssp245","Bottom",2017,6.14519630489977
"ssp245","Bottom",2018,5.81495978512603
"ssp245","Bottom",2019,5.89374582467373
"ssp245","Bottom",2020,5.70867648308876
"ssp245","Bottom",2021,5.26312080352172
"ssp245","Bottom",2022,5.6777790267654
"ssp245","Bottom",2023,5.3234626992541
"ssp245","Bottom",2024,5.8069409036465
"ssp245","Bottom",2025,5.61941260214303
"ssp245","Bottom",2026,5.80095633824831
"ssp245","Bottom",2027,5.95091941410972
"ssp245","Bottom",2028,5.85115116060188
"ssp245","Bottom",2029,6.04422238673694
"ssp245","Bottom",2030,5.85943165476137
"ssp245","Bottom",2031,5.42080536722767
"ssp245","Bottom",2032,5.84420400315656
"ssp245","Bottom",2033,5.86270196733633
"ssp245","Bottom",2034,5.99569443484555
"ssp245","Bottom",2035,6.07461268834222
"ssp245","Bottom",2036,6.04649491498319
"ssp245","Bottom",2037,6.20061730945734
"ssp245","Bottom",2038,6.04602084650412
"ssp245","Bottom",2039,6.05856198728987
"ssp245","Bottom",2040,6.35937529277409
"ssp245","Bottom",2041,6.48864022823083
"ssp245","Bottom",2042,5.94827109883202
"ssp245","Bottom",2043,6.0285627210847
"ssp245","Bottom",2044,6.09974296914191
"ssp245","Bottom",2045,6.32188572059008
"ssp245","Bottom",2046,6.66393055563914
"ssp245","Bottom",2047,6.53945419517223
"ssp245","Bottom",2048,6.38649786436082
"ssp245","Bottom",2049,6.75898437428223
"ssp245","Bottom",2050,6.62241708356584
"ssp245","Bottom",2051,6.46096240476823
"ssp245","Bottom",2052,6.61763969503438
"ssp245","Bottom",2053,6.64164572058768
"ssp245","Bottom",2054,6.33025815073693
"ssp245","Bottom",2055,6.80219825516231
"ssp245","Bottom",2056,6.91619917885159
"ssp245","Bottom",2057,6.84486193688677
"ssp245","Bottom",2058,6.95583344693025
"ssp245","Bottom",2059,6.85464026942951
"ssp245","Bottom",2060,6.9746512123943
"ssp245","Bottom",2061,6.69546862657284
"ssp245","Bottom",2062,7.04076704876798
"ssp245","Bottom",2063,6.95694792959904
"ssp245","Bottom",2064,7.14283358693248
"ssp245","Bottom",2065,6.48612611342182
"ssp245","Bottom",2066,6.37923198998966
"ssp245","Bottom",2067,6.49716210812535
"ssp245","Bottom",2068,6.34392685796354
"ssp245","Bottom",2069,6.84752973591982
"ssp245","Bottom",2070,6.46177340267045
"ssp245","Bottom",2071,7.014590230718
"ssp245","Bottom",2072,7.56494288106272
"ssp245","Bottom",2073,6.99444786892706
"ssp245","Bottom",2074,6.542406206621
"ssp245","Bottom",2075,6.78906890290376
"ssp245","Bottom",2076,7.08251749221078
"ssp245","Bottom",2077,6.94114954765651
"ssp245","Bottom",2078,6.74192780622663
"ssp245","Bottom",2079,6.84620984563284
"ssp245","Bottom",2080,7.05412709781222
"ssp245","Bottom",2081,6.89925713627474
"ssp245","Bottom",2082,7.16750288555185
"ssp245","Bottom",2083,6.91601895496519
"ssp245","Bottom",2084,6.7892283040216
"ssp245","Bottom",2085,7.61515690588649
"ssp245","Bottom",2086,7.45483172364198
"ssp245","Bottom",2087,7.34451022982947
"ssp245","Bottom",2088,7.28193525384818
"ssp245","Bottom",2089,7.68143318120468
"ssp245","Bottom",2090,7.49074186562908
"ssp245","Bottom",2091,7.02855303081138
"ssp245","Bottom",2092,7.16946984855609
"ssp245","Bottom",2093,7.13475322292359
"ssp245","Bottom",2094,6.92058477985873
"ssp245","Bottom",2095,7.34778519863574
"ssp245","Bottom",2096,6.93917461160057
"ssp245","Bottom",2097,7.06088106665551
"ssp245","Bottom",2098,7.43811875399398
"ssp245","Bottom",2099,7.0215903153975
