"Group","Year","Value","Scale","Stdev","Node"
"arrowtooth_flounder_adult",1991,0.0722343239524809,1,0.00722343239524809,35
"atka_mackerel",1991,0.0120307164702324,1,0.00120307164702324,57
"big_skate",1991,NA,1,NA,30
"deep_water_flatfish",1991,0.0427255302020283,1,0.00427255302020283,42
"demersal_shelf_rockfish",1991,0.000810158070273333,1,8.10158070273333e-05,46
"flathead_sole_adult",1991,0.00524775417538091,1,0.000524775417538091,39
"gelatinous_carnivores",1991,NA,1,NA,71
"infauna",1991,NA,1,NA,70
"king_crab",1991,0.000209497140380544,1,2.09497140380544e-05,64
"large_sculpins",1991,NA,1,NA,55
"lingcod",1991,0.000139909490120076,1,1.39909490120076e-05,56
"longnose_skate",1991,NA,1,NA,31
"motile_epifauna",1991,0.00288942831784435,1,0.000288942831784435,67
"octopus",1991,0.000289554720870302,1,2.89554720870302e-05,62
"other_skates",1991,NA,1,NA,32
"pacific_cod_adult",1991,0.274596859040163,1,0.0274596859040163,51
"pacific_dogfish",1991,NA,1,NA,27
"pacific_halibut_adult",1991,0.0063102534146331,1,0.00063102534146331,33
"pacific_herring_adult",1991,0.0101132435191358,1,0.00101132435191358,21
"pacific_ocean_perch_adult",1991,0.0186850904506131,1,0.00186850904506131,43
"pacific_sleeper_shark",1991,NA,1,NA,29
"pelagic_shelf_rockfish",1991,0.00410394898815432,1,0.000410394898815432,47
"rex_sole_adult",1991,NA,1,NA,37
"sablefish_adult",1991,0.0558122239307574,1,0.00558122239307574,49
"salmon_returning",1991,0.358304262763432,1,0.0358304262763432,18
"salmon_shark",1991,NA,1,NA,28
"shallow_water_flatfish",1991,0.0222156247204699,1,0.00222156247204699,41
"shelf_demersal_fish",1991,0.00255173394357858,1,0.000255173394357858,58
"shelf_forage_fish",1991,NA,1,NA,25
"slope_demersal_fish",1991,0.000305969654826659,1,3.0596965482666e-05,59
"slope_rockfish",1991,0.0354388782164596,1,0.00354388782164596,45
"squid",1991,0.000111278821224267,1,1.11278821224267e-05,61
"tanner_crab",1991,0.00475209440087916,1,0.000475209440087916,63
"thornyheads",1991,0.0054497825522109,1,0.00054497825522109,48
"walleye_pollock_adult",1991,0.374103948988154,1,0.0374103948988154,53
"arrowtooth_flounder_adult",1992,0.0872439717339172,1,0.00872439717339172,35
"atka_mackerel",1992,0.0532347616209976,1,0.00532347616209976,57
"big_skate",1992,NA,1,NA,30
"deep_water_flatfish",1992,0.0357339768027295,1,0.00357339768027295,42
"demersal_shelf_rockfish",1992,0.000904037585882294,1,9.04037585882294e-05,46
"flathead_sole_adult",1992,0.00980189036883064,1,0.000980189036883063,39
"gelatinous_carnivores",1992,NA,1,NA,71
"infauna",1992,NA,1,NA,70
"king_crab",1992,0.000116144931784009,1,1.16144931784009e-05,64
"large_sculpins",1992,NA,1,NA,55
"lingcod",1992,0.000104529279351192,1,1.04529279351192e-05,56
"longnose_skate",1992,NA,1,NA,31
"motile_epifauna",1992,0.00335684433549574,1,0.000335684433549574,67
"octopus",1992,0.000429303848548999,1,4.29303848548999e-05,62
"other_skates",1992,NA,1,NA,32
"pacific_cod_adult",1992,0.336358292619553,1,0.0336358292619553,51
"pacific_dogfish",1992,NA,1,NA,27
"pacific_halibut_adult",1992,0.00408084416411877,1,0.000408084416411877,33
"pacific_herring_adult",1992,0.0131715663624414,1,0.00131715663624414,21
"pacific_ocean_perch_adult",1992,0.0183461615460304,1,0.00183461615460304,43
"pacific_sleeper_shark",1992,NA,1,NA,29
"pelagic_shelf_rockfish",1992,0.0100952851526394,1,0.00100952851526394,47
"rex_sole_adult",1992,NA,1,NA,37
"sablefish_adult",1992,0.0535664419067253,1,0.00535664419067253,49
"salmon_returning",1992,0.350199796794585,1,0.0350199796794585,18
"salmon_shark",1992,NA,1,NA,28
"shallow_water_flatfish",1992,0.0354979575667997,1,0.00354979575667997,41
"shelf_demersal_fish",1992,0.00178962387818664,1,0.000178962387818664,58
"shelf_forage_fish",1992,0.000677212629733909,1,6.77212629733909e-05,25
"slope_demersal_fish",1992,0.00161114238434376,1,0.000161114238434376,59
"slope_rockfish",1992,0.0421418500739024,1,0.00421418500739024,45
"squid",1992,0.000142087617530423,1,1.42087617530423e-05,61
"tanner_crab",1992,0.00544706089502447,1,0.000544706089502447,63
"thornyheads",1992,0.0053844843228876,1,0.00053844843228876,48
"walleye_pollock_adult",1992,0.385848174162687,1,0.0385848174162687,53
"arrowtooth_flounder_adult",1993,0.0779253223381281,1,0.00779253223381281,35
"atka_mackerel",1993,0.0287756580511056,1,0.00287756580511056,57
"big_skate",1993,NA,1,NA,30
"deep_water_flatfish",1993,0.0280666101572184,1,0.00280666101572184,42
"demersal_shelf_rockfish",1993,0.000366274934084142,1,3.66274934084142e-05,46
"flathead_sole_adult",1993,0.0120258211262986,1,0.00120258211262986,39
"gelatinous_carnivores",1993,NA,1,NA,71
"infauna",1993,NA,1,NA,70
"king_crab",1993,NA,1,NA,64
"large_sculpins",1993,NA,1,NA,55
"lingcod",1993,2.14422006994109e-05,1,2.14422006994109e-06,56
"longnose_skate",1993,NA,1,NA,31
"motile_epifauna",1993,0.00320048899812156,1,0.000320048899812156,67
"octopus",1993,0.000288922931383615,1,2.88922931383615e-05,62
"other_skates",1993,NA,1,NA,32
"pacific_cod_adult",1993,0.19529482171837,1,0.019529482171837,51
"pacific_dogfish",1993,NA,1,NA,27
"pacific_halibut_adult",1993,0.0052386302638764,1,0.000523863026387641,33
"pacific_herring_adult",1993,0.0198621319249475,1,0.00198621319249475,21
"pacific_ocean_perch_adult",1993,0.00688762144916918,1,0.000688762144916918,43
"pacific_sleeper_shark",1993,NA,1,NA,29
"pelagic_shelf_rockfish",1993,0.0089988882688941,1,0.00089988882688941,47
"rex_sole_adult",1993,NA,1,NA,37
"sablefish_adult",1993,0.0540719600969464,1,0.00540719600969464,49
"salmon_returning",1993,0.461481228629896,1,0.0461481228629896,18
"salmon_shark",1993,NA,1,NA,28
"shallow_water_flatfish",1993,0.0381245820359587,1,0.00381245820359587,41
"shelf_demersal_fish",1993,0.00111413659358774,1,0.000111413659358774,58
"shelf_forage_fish",1993,0.000102809729989905,1,1.02809729989905e-05,25
"slope_demersal_fish",1993,0.00109742605199153,1,0.000109742605199153,59
"slope_rockfish",1993,0.0346406893584758,1,0.00346406893584758,45
"squid",1993,0.000159214985709357,1,1.59214985709357e-05,61
"tanner_crab",1993,0.00365761476840639,1,0.000365761476840639,63
"thornyheads",1993,0.0040849941857741,1,0.00040849941857741,48
"walleye_pollock_adult",1993,0.461007117634781,1,0.0461007117634781,53
"arrowtooth_flounder_adult",1994,0.0936803411012527,1,0.00936803411012527,35
"atka_mackerel",1994,0.0178941736732704,1,0.00178941736732704,57
"big_skate",1994,NA,1,NA,30
"deep_water_flatfish",1994,0.0119508964130699,1,0.00119508964130699,42
"demersal_shelf_rockfish",1994,0.000145845490673811,1,1.45845490673811e-05,46
"flathead_sole_adult",1994,0.0106966422312997,1,0.00106966422312997,39
"gelatinous_carnivores",1994,NA,1,NA,71
"infauna",1994,0.000906131017723805,1,9.06131017723805e-05,70
"king_crab",1994,0.000649064186924168,1,6.49064186924168e-05,64
"large_sculpins",1994,NA,1,NA,55
"lingcod",1994,4.96003042139294e-05,1,4.96003042139294e-06,56
"longnose_skate",1994,NA,1,NA,31
"motile_epifauna",1994,0.00342806072739586,1,0.000342806072739586,67
"octopus",1994,9.78848633848591e-05,1,9.78848633848591e-06,62
"other_skates",1994,NA,1,NA,32
"pacific_cod_adult",1994,0.19427854614536,1,0.019427854614536,51
"pacific_dogfish",1994,NA,1,NA,27
"pacific_halibut_adult",1994,0.00546698834718383,1,0.000546698834718383,33
"pacific_herring_adult",1994,0.0160769111355418,1,0.00160769111355418,21
"pacific_ocean_perch_adult",1994,0.00457509296372179,1,0.000457509296372179,43
"pacific_sleeper_shark",1994,NA,1,NA,29
"pelagic_shelf_rockfish",1994,0.00711818851722331,1,0.000711818851722331,47
"rex_sole_adult",1994,0.0151533635190336,1,0.00151533635190336,37
"sablefish_adult",1994,0.0422130690167782,1,0.00422130690167782,49
"salmon_returning",1994,0.329443638335206,1,0.0329443638335206,18
"salmon_shark",1994,NA,1,NA,28
"shallow_water_flatfish",1994,0.0153208898960255,1,0.00153208898960255,41
"shelf_demersal_fish",1994,0.000587413512533597,1,5.87413512533597e-05,58
"shelf_forage_fish",1994,5.90211161609923e-05,1,5.90211161609923e-06,25
"slope_demersal_fish",1994,0.000411124927439312,1,4.11124927439312e-05,59
"slope_rockfish",1994,0.0324286000281128,1,0.00324286000281128,45
"squid",1994,6.93827294745047e-05,1,6.93827294745047e-06,61
"tanner_crab",1994,0.00494207175869045,1,0.000494207175869045,63
"thornyheads",1994,0.00381506928086757,1,0.000381506928086757,48
"walleye_pollock_adult",1994,0.427707065242855,1,0.0427707065242855,53
"arrowtooth_flounder_adult",1995,0.0741813868100133,1,0.00741813868100133,35
"atka_mackerel",1995,0.00383212280709975,1,0.000383212280709975,57
"big_skate",1995,NA,1,NA,30
"deep_water_flatfish",1995,0.00844753779246834,1,0.000844753779246834,42
"demersal_shelf_rockfish",1995,0.000213060497765889,1,2.13060497765889e-05,46
"flathead_sole_adult",1995,0.00916019576690279,1,0.000916019576690279,39
"gelatinous_carnivores",1995,NA,1,NA,71
"infauna",1995,NA,1,NA,70
"king_crab",1995,0.000341858002121234,1,3.41858002121234e-05,64
"large_sculpins",1995,NA,1,NA,55
"lingcod",1995,0.000178367501041449,1,1.78367501041449e-05,56
"longnose_skate",1995,NA,1,NA,31
"motile_epifauna",1995,0.00120360532566054,1,0.000120360532566054,67
"octopus",1995,0.00023493874236377,1,2.3493874236377e-05,62
"other_skates",1995,NA,1,NA,32
"pacific_cod_adult",1995,0.289251051033144,1,0.0289251051033144,51
"pacific_dogfish",1995,NA,1,NA,27
"pacific_halibut_adult",1995,0.0120492029792945,1,0.00120492029792945,33
"pacific_herring_adult",1995,0.0179480860928658,1,0.00179480860928658,21
"pacific_ocean_perch_adult",1995,0.0171149512925471,1,0.00171149512925471,43
"pacific_sleeper_shark",1995,NA,1,NA,29
"pelagic_shelf_rockfish",1995,0.00800011926617228,1,0.000800011926617228,47
"rex_sole_adult",1995,0.0163867035255933,1,0.00163867035255933,37
"sablefish_adult",1995,0.0401230997278175,1,0.00401230997278175,49
"salmon_returning",1995,0.645589261573657,1,0.0645589261573657,18
"salmon_shark",1995,NA,1,NA,28
"shallow_water_flatfish",1995,0.02196009694636,1,0.002196009694636,41
"shelf_demersal_fish",1995,0.00144408140330283,1,0.000144408140330283,58
"shelf_forage_fish",1995,0.000122872427066606,1,1.22872427066606e-05,25
"slope_demersal_fish",1995,0.000833573763742232,1,8.33573763742232e-05,59
"slope_rockfish",1995,0.0332175031626834,1,0.00332175031626834,45
"squid",1995,5.64166751146872e-06,1,5.64166751146872e-07,61
"tanner_crab",1995,0.00330276933879686,1,0.000330276933879686,63
"thornyheads",1995,0.00320723775285493,1,0.000320723775285493,48
"walleye_pollock_adult",1995,0.294622075316587,1,0.0294622075316587,53
"arrowtooth_flounder_adult",1996,0.0918162534235781,1,0.00918162534235781,35
"atka_mackerel",1996,0.00697002890330495,1,0.000697002890330495,57
"big_skate",1996,NA,1,NA,30
"deep_water_flatfish",1996,0.00838513602732899,1,0.0008385136027329,42
"demersal_shelf_rockfish",1996,0.00019163518181702,1,1.9163518181702e-05,46
"flathead_sole_adult",1996,0.0125282724720896,1,0.00125282724720896,39
"gelatinous_carnivores",1996,NA,1,NA,71
"infauna",1996,NA,1,NA,70
"king_crab",1996,0.000906387983933143,1,9.06387983933143e-05,64
"large_sculpins",1996,NA,1,NA,55
"lingcod",1996,0.000170971506749187,1,1.70971506749187e-05,56
"longnose_skate",1996,NA,1,NA,31
"motile_epifauna",1996,0.00182657873258394,1,0.000182657873258394,67
"octopus",1996,0.000255776202701378,1,2.55776202701378e-05,62
"other_skates",1996,NA,1,NA,32
"pacific_cod_adult",1996,0.235941116586943,1,0.0235941116586943,51
"pacific_dogfish",1996,2.07891583641793e-06,1,2.07891583641793e-07,27
"pacific_halibut_adult",1996,0.0281957906449233,1,0.00281957906449234,33
"pacific_herring_adult",1996,0.0189577359132083,1,0.00189577359132083,21
"pacific_ocean_perch_adult",1996,0.0261165230503176,1,0.00261165230503176,43
"pacific_sleeper_shark",1996,NA,1,NA,29
"pelagic_shelf_rockfish",1996,0.00545216787565649,1,0.000545216787565649,47
"rex_sole_adult",1996,0.0245037036405999,1,0.00245037036405999,37
"sablefish_adult",1996,0.0353557752514173,1,0.00353557752514173,49
"salmon_returning",1996,0.245011416157499,1,0.0245011416157499,18
"salmon_shark",1996,NA,1,NA,28
"shallow_water_flatfish",1996,0.0336079720917156,1,0.00336079720917157,41
"shelf_demersal_fish",1996,0.00177493622203101,1,0.000177493622203101,58
"shelf_forage_fish",1996,2.29782026417457e-05,1,2.29782026417457e-06,25
"slope_demersal_fish",1996,0.00050696565240726,1,5.0696565240726e-05,59
"slope_rockfish",1996,0.0208536050330325,1,0.00208536050330325,45
"squid",1996,2.80247901554294e-05,1,2.80247901554294e-06,61
"tanner_crab",1996,0.00133804123926072,1,0.000133804123926072,63
"thornyheads",1996,0.00326354842419569,1,0.000326354842419569,48
"walleye_pollock_adult",1996,0.212233599836435,1,0.0212233599836435,53
"arrowtooth_flounder_adult",1997,0.0628629844655811,1,0.00628629844655811,35
"atka_mackerel",1997,0.00138169860586363,1,0.000138169860586363,57
"big_skate",1997,NA,1,NA,30
"deep_water_flatfish",1997,0.0113219377345391,1,0.00113219377345391,42
"demersal_shelf_rockfish",1997,0.000366573099514842,1,3.66573099514842e-05,46
"flathead_sole_adult",1997,0.00977974093683578,1,0.000977974093683578,39
"gelatinous_carnivores",1997,NA,1,NA,71
"infauna",1997,NA,1,NA,70
"king_crab",1997,0.000774939063079027,1,7.74939063079027e-05,64
"large_sculpins",1997,NA,1,NA,55
"lingcod",1997,0.000125838166691514,1,1.25838166691514e-05,56
"longnose_skate",1997,NA,1,NA,31
"motile_epifauna",1997,0.00174276326048158,1,0.000174276326048158,67
"octopus",1997,0.000133127896655862,1,1.33127896655862e-05,62
"other_skates",1997,NA,1,NA,32
"pacific_cod_adult",1997,0.250972573039881,1,0.0250972573039881,51
"pacific_dogfish",1997,NA,1,NA,27
"pacific_halibut_adult",1997,0.0502136056575102,1,0.00502136056575102,33
"pacific_herring_adult",1997,0.0136829043059348,1,0.00136829043059348,21
"pacific_ocean_perch_adult",1997,0.0341660951829245,1,0.00341660951829245,43
"pacific_sleeper_shark",1997,NA,1,NA,29
"pelagic_shelf_rockfish",1997,0.00816521772465701,1,0.000816521772465701,47
"rex_sole_adult",1997,0.0132138399873919,1,0.00132138399873919,37
"sablefish_adult",1997,0.0322910179793755,1,0.00322910179793755,49
"salmon_returning",1997,0.228264518346733,1,0.0228264518346733,18
"salmon_shark",1997,NA,1,NA,28
"shallow_water_flatfish",1997,0.0284113319901691,1,0.00284113319901691,41
"shelf_demersal_fish",1997,1.22551702141254e-05,1,1.22551702141254e-06,58
"shelf_forage_fish",1997,NA,1,NA,25
"slope_demersal_fish",1997,0.000189250895901929,1,1.89250895901929e-05,59
"slope_rockfish",1997,0.0205023235606064,1,0.00205023235606064,45
"squid",1997,1.74639752267122e-06,1,1.74639752267122e-07,61
"tanner_crab",1997,NA,1,NA,63
"thornyheads",1997,0.00361653369908293,1,0.000361653369908293,48
"walleye_pollock_adult",1997,0.358563737120318,1,0.0358563737120318,53
"arrowtooth_flounder_adult",1998,0.0527207169600757,1,0.00527207169600757,35
"atka_mackerel",1998,0.00134911338379428,1,0.000134911338379428,57
"big_skate",1998,NA,1,NA,30
"deep_water_flatfish",1998,0.0074733461402485,1,0.00074733461402485,42
"demersal_shelf_rockfish",1998,0.000115943757480758,1,1.15943757480758e-05,46
"flathead_sole_adult",1998,0.00678560627680826,1,0.000678560627680826,39
"gelatinous_carnivores",1998,NA,1,NA,71
"infauna",1998,NA,1,NA,70
"king_crab",1998,0.000605866788630526,1,6.05866788630526e-05,64
"large_sculpins",1998,NA,1,NA,55
"lingcod",1998,0.000106668089594452,1,1.06668089594452e-05,56
"longnose_skate",1998,NA,1,NA,31
"motile_epifauna",1998,0.000942850158240654,1,9.42850158240654e-05,67
"octopus",1998,2.47132086093138e-05,1,2.47132086093138e-06,62
"other_skates",1998,NA,1,NA,32
"pacific_cod_adult",1998,0.213907926515,1,0.0213907926515,51
"pacific_dogfish",1998,NA,1,NA,27
"pacific_halibut_adult",1998,0.0560280782186064,1,0.00560280782186064,33
"pacific_herring_adult",1998,0.00505926773977825,1,0.000505926773977825,21
"pacific_ocean_perch_adult",1998,0.0286257981249654,1,0.00286257981249654,43
"pacific_sleeper_shark",1998,NA,1,NA,29
"pelagic_shelf_rockfish",1998,0.00974749647525866,1,0.000974749647525866,47
"rex_sole_adult",1998,0.0111751551525116,1,0.00111751551525116,37
"sablefish_adult",1998,0.0308464916577572,1,0.00308464916577572,49
"salmon_returning",1998,0.358167359610732,1,0.0358167359610733,18
"salmon_shark",1998,NA,1,NA,28
"shallow_water_flatfish",1998,0.0135209929760744,1,0.00135209929760744,41
"shelf_demersal_fish",1998,NA,1,NA,58
"shelf_forage_fish",1998,NA,1,NA,25
"slope_demersal_fish",1998,0.000204010039102266,1,2.04010039102266e-05,59
"slope_rockfish",1998,0.0183523804250135,1,0.00183523804250135,45
"squid",1998,NA,1,NA,61
"tanner_crab",1998,NA,1,NA,63
"thornyheads",1998,0.0037398038071466,1,0.00037398038071466,48
"walleye_pollock_adult",1998,0.0231222180100439,1,0.00231222180100439,53
"arrowtooth_flounder_adult",1999,0.0623984853196121,1,0.00623984853196121,35
"atka_mackerel",1999,0.000610302041581299,1,6.10302041581299e-05,57
"big_skate",1999,NA,1,NA,30
"deep_water_flatfish",1999,0.00802260945865936,1,0.000802260945865936,42
"demersal_shelf_rockfish",1999,0.000256038914848212,1,2.56038914848212e-05,46
"flathead_sole_adult",1999,0.00341361082596085,1,0.000341361082596085,39
"gelatinous_carnivores",1999,NA,1,NA,71
"infauna",1999,0.000704999774672125,1,7.04999774672125e-05,70
"king_crab",1999,0.000679175621142485,1,6.79175621142485e-05,64
"large_sculpins",1999,NA,1,NA,55
"lingcod",1999,0.000109299579740085,1,1.09299579740085e-05,56
"longnose_skate",1999,NA,1,NA,31
"motile_epifauna",1999,0.00117359049533797,1,0.000117359049533797,67
"octopus",1999,4.26061821620401e-05,1,4.26061821620401e-06,62
"other_skates",1999,NA,1,NA,32
"pacific_cod_adult",1999,0.282254769582015,1,0.0282254769582015,51
"pacific_dogfish",1999,NA,1,NA,27
"pacific_halibut_adult",1999,0.0637149970379906,1,0.00637149970379906,33
"pacific_herring_adult",1999,0.00421129033645839,1,0.000421129033645839,21
"pacific_ocean_perch_adult",1999,0.0380537890436982,1,0.00380537890436982,43
"pacific_sleeper_shark",1999,NA,1,NA,29
"pelagic_shelf_rockfish",1999,0.015938305312882,1,0.0015938305312882,47
"rex_sole_adult",1999,0.0127202058193373,1,0.00127202058193373,37
"sablefish_adult",1999,0.0310616393135379,1,0.00310616393135379,49
"salmon_returning",1999,0.338843529685776,1,0.0338843529685776,18
"salmon_shark",1999,NA,1,NA,28
"shallow_water_flatfish",1999,0.00951143464426735,1,0.000951143464426735,41
"shelf_demersal_fish",1999,2.2257537579493e-06,1,2.2257537579493e-07,58
"shelf_forage_fish",1999,NA,1,NA,25
"slope_demersal_fish",1999,0.00510617566092628,1,0.000510617566092628,59
"slope_rockfish",1999,0.0276276680481665,1,0.00276276680481665,45
"squid",1999,NA,1,NA,61
"tanner_crab",1999,NA,1,NA,63
"thornyheads",1999,0.00367327032103898,1,0.000367327032103898,48
"walleye_pollock_adult",1999,0.385727672733624,1,0.0385727672733624,53
"arrowtooth_flounder_adult",2000,0.0979420196022473,1,0.00979420196022473,35
"atka_mackerel",2000,0.000715852604049087,1,7.15852604049087e-05,57
"big_skate",2000,NA,1,NA,30
"deep_water_flatfish",2000,0.00357347009187755,1,0.000357347009187755,42
"demersal_shelf_rockfish",2000,3.07536344236249e-05,1,3.07536344236249e-06,46
"flathead_sole_adult",2000,0.00610612985530457,1,0.000610612985530458,39
"gelatinous_carnivores",2000,NA,1,NA,71
"infauna",2000,NA,1,NA,70
"king_crab",2000,0.000350096382316234,1,3.50096382316234e-05,64
"large_sculpins",2000,NA,1,NA,55
"lingcod",2000,0.000121664878361283,1,1.21664878361283e-05,56
"longnose_skate",2000,NA,1,NA,31
"motile_epifauna",2000,NA,1,NA,67
"octopus",2000,4.85299330831583e-05,1,4.85299330831583e-06,62
"other_skates",2000,NA,1,NA,32
"pacific_cod_adult",2000,0.227393182234452,1,0.0227393182234452,51
"pacific_dogfish",2000,1.10321209358987e-05,1,1.10321209358987e-06,27
"pacific_halibut_adult",2000,0.0594629591921847,1,0.00594629591921847,33
"pacific_herring_adult",2000,0.0031372598162449,1,0.00031372598162449,21
"pacific_ocean_perch_adult",2000,0.0399622607754856,1,0.00399622607754857,43
"pacific_sleeper_shark",2000,NA,1,NA,29
"pelagic_shelf_rockfish",2000,0.013527084069873,1,0.0013527084069873,47
"rex_sole_adult",2000,0.0152141466718349,1,0.00152141466718349,37
"sablefish_adult",2000,0.0328358940064489,1,0.00328358940064489,49
"salmon_returning",2000,0.257589533155996,1,0.0257589533155996,18
"salmon_shark",2000,NA,1,NA,28
"shallow_water_flatfish",2000,0.0247311612691624,1,0.00247311612691624,41
"shelf_demersal_fish",2000,NA,1,NA,58
"shelf_forage_fish",2000,NA,1,NA,25
"slope_demersal_fish",2000,0.00710941393454843,1,0.000710941393454843,59
"slope_rockfish",2000,0.0195608449156404,1,0.00195608449156404,45
"squid",2000,NA,1,NA,61
"tanner_crab",2000,NA,1,NA,63
"thornyheads",2000,0.00378303779459809,1,0.000378303779459809,48
"walleye_pollock_adult",2000,0.0236523135507669,1,0.00236523135507669,53
"arrowtooth_flounder_adult",2001,0.0741844110593818,1,0.00741844110593818,35
"atka_mackerel",2001,0.000320698218248576,1,3.20698218248576e-05,57
"big_skate",2001,NA,1,NA,30
"deep_water_flatfish",2001,0.000859525746584941,1,8.59525746584941e-05,42
"demersal_shelf_rockfish",2001,9.46462267164745e-05,1,9.46462267164745e-06,46
"flathead_sole_adult",2001,0.0068514156468699,1,0.00068514156468699,39
"gelatinous_carnivores",2001,NA,1,NA,71
"infauna",2001,0.000502241721862767,1,5.02241721862767e-05,70
"king_crab",2001,0.000223527890224007,1,2.23527890224007e-05,64
"large_sculpins",2001,NA,1,NA,55
"lingcod",2001,0.000148157530747245,1,1.48157530747245e-05,56
"longnose_skate",2001,NA,1,NA,31
"motile_epifauna",2001,NA,1,NA,67
"octopus",2001,4.71407690538359e-05,1,4.71407690538359e-06,62
"other_skates",2001,NA,1,NA,32
"pacific_cod_adult",2001,0.172584157192815,1,0.0172584157192815,51
"pacific_dogfish",2001,8.79588020564896e-05,1,8.79588020564896e-06,27
"pacific_halibut_adult",2001,0.065397462092951,1,0.0065397462092951,33
"pacific_herring_adult",2001,0.00469013266231913,1,0.000469013266231913,21
"pacific_ocean_perch_adult",2001,0.0434090105593158,1,0.00434090105593158,43
"pacific_sleeper_shark",2001,NA,1,NA,29
"pelagic_shelf_rockfish",2001,0.0107301219496612,1,0.00107301219496612,47
"rex_sole_adult",2001,0.012321686423676,1,0.0012321686423676,37
"sablefish_adult",2001,0.030213230878012,1,0.0030213230878012,49
"salmon_returning",2001,0.294797698314087,1,0.0294797698314087,18
"salmon_shark",2001,NA,1,NA,28
"shallow_water_flatfish",2001,0.0228709071470254,1,0.00228709071470254,41
"shelf_demersal_fish",2001,NA,1,NA,58
"shelf_forage_fish",2001,NA,1,NA,25
"slope_demersal_fish",2001,0.00255685375837525,1,0.000255685375837525,59
"slope_rockfish",2001,0.0187515813416593,1,0.00187515813416593,45
"squid",2001,NA,1,NA,61
"tanner_crab",2001,0.00149038365073753,1,0.000149038365073753,63
"thornyheads",2001,0.00338485915942906,1,0.000338485915942906,48
"walleye_pollock_adult",2001,0.014705093091507,1,0.0014705093091507,53
"arrowtooth_flounder_adult",2002,0.0859294029450225,1,0.00859294029450225,35
"atka_mackerel",2002,0.00035387977117933,1,3.5387977117933e-05,57
"big_skate",2002,NA,1,NA,30
"deep_water_flatfish",2002,0.000855010670062913,1,8.55010670062913e-05,42
"demersal_shelf_rockfish",2002,5.70347873867504e-05,1,5.70347873867504e-06,46
"flathead_sole_adult",2002,0.00820683309977041,1,0.000820683309977041,39
"gelatinous_carnivores",2002,NA,1,NA,71
"infauna",2002,NA,1,NA,70
"king_crab",2002,0.000209732853911717,1,2.09732853911717e-05,64
"large_sculpins",2002,NA,1,NA,55
"lingcod",2002,8.8062179282614e-05,1,8.8062179282614e-06,56
"longnose_skate",2002,NA,1,NA,31
"motile_epifauna",2002,0.00106032435968974,1,0.000106032435968974,67
"octopus",2002,8.00113226618506e-05,1,8.00113226618506e-06,62
"other_skates",2002,0.00407149155126955,1,0.000407149155126955,32
"pacific_cod_adult",2002,0.177059109166883,1,0.0177059109166883,51
"pacific_dogfish",2002,2.38532344559972e-06,1,2.38532344559972e-07,27
